,OFFENSE_CODE_GROUP,SHOOTING,MONTH,DAY_OF_WEEK,HOUR,Population density (per square mile of land area),BLDG_VAL,LAND_VAL,light_density,Lat,Long,latbin,longbin,light_count,graffiti_count
38,2,0,1,0,6,14884.4,1040.9840961403406,31.260814914057196,0.6407326088748726,42.301974200000004,-71.08383388,20.0,28.0,42.0,17.0
39,2,0,10,4,8,16236.4,1135.6418127681031,46.78040780488331,0.5745571799349198,42.35617392,-71.15902435,36.0,6.0,22.0,2.0
40,2,0,9,5,18,26693.9,3362.723369137441,581.8827421171961,0.6991764355513952,42.36438365,-71.06584776,39.0,34.0,169.0,7.0
41,2,0,4,2,11,12192.0,278.37751019157207,165.24973777655984,0.6789407791261824,42.38117064,-71.07213904,44.0,32.0,21.0,61.0
42,2,0,9,0,19,14884.4,1040.9840961403406,31.260814914057196,0.6407326088748726,42.313247600000004,-71.08692603,23.0,27.0,123.0,2.0
43,2,0,6,2,13,68664.8,1501.1511875116196,335.0124646791031,0.9046435591305528,42.37256958,-71.04017612,41.0,41.0,0.0,39.0
44,2,0,4,0,13,15913.2,1293.2300348978956,31.015854560044154,0.5685776635314201,42.29045129,-71.07395558,17.0,31.0,76.0,5.0
45,2,0,8,5,14,12277.3,3322.718539430008,24.69332228394794,0.5984268564994454,42.29098335,-71.08912013,17.0,27.0,77.0,4.0
46,2,0,11,2,11,15744.4,10385.58753470393,109.6077526723893,0.644977502734262,42.33051057,-71.04244433,29.0,41.0,0.0,5.0
47,2,0,8,0,10,28541.5,62047.075800616505,297.43615339720776,0.8164952821742791,42.35145666,-71.06167557,35.0,35.0,0.0,1016.0
48,2,0,1,5,17,8352.4,2009.3176055943234,59.18511420917242,0.5256160811642326,42.37977166,-71.02730041,43.0,45.0,0.0,25.0
49,2,0,12,5,19,11553.7,121.16977811799609,34.318378613012825,0.5486102081019837,42.298311,-71.04832900000002,19.0,39.0,0.0,2.0
50,2,0,11,3,23,28541.5,62047.075800616505,297.43615339720776,0.8164952821742791,42.34942864,-71.06536641,34.0,34.0,0.0,203.0
51,2,0,4,4,16,15871.3,4156.595899378442,36.813617614615566,0.6847597740969789,42.32103493,-71.06348926,26.0,34.0,0.0,12.0
52,2,0,5,4,8,8352.4,2009.3176055943234,59.18511420917242,0.5256160811642326,42.36971223,-71.03793387,40.0,42.0,0.0,107.0
53,2,0,5,1,23,16212.0,2250.588502644263,63.55478322074623,0.5828930747285929,42.35857763,-71.13232552,37.0,14.0,41.0,135.0
54,2,0,6,1,7,11504.8,271.8533656182899,28.739445371550765,0.5296981860779681,42.28278279,-71.1275831,14.0,15.0,19.0,5.0
55,2,0,7,0,17,10617.5,1409.2454820303735,46.71120121565768,0.5292225781007307,42.30678696,-71.1238347,22.0,16.0,179.0,0.0
56,2,0,3,3,2,19926.9,560.4326834702033,189.33304983177882,1.0,42.3457782,-71.08429595,33.0,28.0,94.0,129.0
